frame_number,timestamp,distance_data
1,1753974410.3162436,"[[0.00292075881983417,0.004460066414987323,0.005902415187098484,0.005548210009922795,0.003952196988349209,0.002283817236873568,0.0013006303663906026,0.0009588279695281512,0.0008796359307089094,0.0009032482487252897,0.0009738706414212147,0.0010254973054276103,0.0010014643410260677,0.0009130854362242081,0.0010176729552816286,0.0016635505183170076,0.0026685800661900823,0.00364231493275768,0.0042041589287300845,0.004112999013751775,0.0033943784854660085,0.00232973644717009,0.001290773261637155,0.0005423005090769964,0.00016049809878656207,8.491755468443212e-05,0.00017737361122957784,0.00045725263081225525,0.0008242190557487467,0.001161894338115482,0.0013376072648242292,0.001274809514239658,0.0010042680121220002,0.0006430033618025945,0.00032245106744226344,0.00014038905185940418,0.00011231211430770511,9.96420952399474e-05,7.303450560261759e-05,0.00011083937742796602,0.00020154188273169678,0.00026535042498783813,0.0002647160326317582,0.00019234590464311624,0.00010043388259311489,0.00013991798214418183,0.00021044458673201416,0.00020940583000097495,0.00014492190579291415,0.0001254995313905737,0.00018822138732317324,0.00022034237662080713,0.00019480933699830147,0.00014166696430474026,0.00010944932667641606,0.00010240807394899318,0.0001055321452950634,0.00011722643816437123,0.00012651053529906468,0.00012436614520490406,0.00011446412692832295,0.00011795868546829752,0.00013587212459954047,0.0001506007048763788],[0.0010081096257725307,0.0008874111940750274,0.0006828032056015511,0.001601729637410536,0.0035655420864508323,0.005772972321595118,0.007382123268512605,0.007742539237384718,0.006781082032673585,0.005029952926621324,0.00325667311447208,0.0020126180497791633,0.0014307550531879162,0.0013263680051104811,0.001491796367962569,0.0018172123771810276,0.002181135536702405,0.0024103694721704042,0.0023417706343588046,0.001924379374848619,0.0012661564536887227,0.0005811146383058422,0.00024866484979078603,0.0004935287044582487,0.0006281438047525385,0.0005725928085043987,0.0003374331240849298,0.00014112084958423077,0.00058118380030725,0.001015093684160128,0.0012665124712856206,0.0012668770329789401,0.0010531488076958532,0.0007357589694518488,0.0004329369198635667,0.00022055273470696204,0.00012754566985477583,0.00010954892718597363,0.0001213980308208533,0.00015189707984425237,0.00018368507369035612,0.00019995042815344587,0.00019604458571750448,0.0001698066646336563,0.00012908710513658626,0.00010257179003227154,0.00012269558513183565,0.00020926102002161688,0.0003338692047009248,0.0004496371330857344,0.0004966504980877355,0.00044976579906407107,0.00033585534889264695,0.0002221885610484665,0.00018045572372490812,0.00020031785659300824,0.0002147522751904302,0.00019797836471679257,0.0001559547169426103,0.00011165741823844483,0.00012044265855981776,0.0001765780033950927,0.000215533723497963,0.00022834807996672488],[0.0010067340843869241,0.0015856634228515582,0.0019007561777749967,0.0013806315324912046,0.0017619778593590573,0.0034250542779593945,0.004644038427719623,0.004806907559142165,0.0039905436524692185,0.002735034926032869,0.0017224559464732898,0.001313349636297169,0.0011797542168128184,0.0009958926172599772,0.0007887963674169734,0.0007945717037351895,0.0010843019046665194,0.00137438508381452,0.0014632054528213802,0.0013221361442872811,0.001046631284111466,0.0007591648013825915,0.0005297497144159649,0.00038155100913754266,0.00031382039375437516,0.00026180575244851695,0.00014132879578208882,0.00015243415384744293,0.0004665561119011842,0.0007750075336004842,0.0009587797623689441,0.0009596173679251023,0.0008009893923530066,0.0005648207748764889,0.0003390511701675625,0.0001782250469235083,9.997674028528413e-05,7.851547977721991e-05,8.27383019451933e-05,0.00010300460403084104,0.00013603359439261518,0.00017040035205845945,0.00019201683686823689,0.00018425732249229622,0.0001464831845431737,0.00010370411210323623,7.86880614575949e-05,8.928373182852563e-05,0.00017305162787897835,0.0002567018667558351,0.00029121019388599377,0.0002662154373936912,0.00021040694277801864,0.0001741810828604473,0.00017546696729356007,0.00018307180648537749,0.00017632195852693137,0.00015474451052327237,0.00012440198645521634,0.00010159924839799381,0.00010574686148272688,0.00013028194187495747,0.00015749161137407365,0.00017632999729543604]]"
2,1753974410.5160813,"[[0.0030573767377860906,0.004541283917650035,0.005944599409079862,0.005567517058530239,0.003951452596049426,0.0022587137349085015,0.0012444117184442927,0.0008845496795783152,0.0008100153687923635,0.0008451373288643606,0.0009276495746131418,0.001005437994786294,0.001025706140346973,0.0009435831089980012,0.0008756342380589277,0.0012961128530501668,0.002224558031240999,0.0032141688428302595,0.003836452795111958,0.003812658552705326,0.0031451631785836933,0.0021126589456281182,0.0010981054682298996,0.0003796904008585387,8.668784591284272e-05,8.669265368548445e-05,0.00012733715223247559,0.0004251392833603849,0.0008134299537914602,0.0011657939643407843,0.00134455513192529,0.0012733130061737472,0.0009895095521904162,0.0006205000154732043,0.0003055486824277804,0.0001358082179040633,0.00011487266743617594,9.748440819353448e-05,7.4483133799393e-05,0.000124939632807511,0.000219648126392421,0.0002845739730058588,0.00028422137394032226,0.00021211914534830493,0.00011773963123824839,0.00013892723049782426,0.00020481483451653784,0.00020659954701617093,0.00015537415412512874,0.0001496991235494735,0.00020590172436845813,0.0002322461328759389,0.00020683869542153854,0.00015749025618762435,0.00011894173525898233,0.00010246837013764148,0.00010948094447053856,0.00013038828033308107,0.00014466576595277282,0.00014118521985648339,0.00013401007577980252,0.00013852015319771943,0.0001534030184673277,0.00016714993623123241],[0.0009743337622491802,0.0008568372191140072,0.0006716808774540006,0.0015947086545078245,0.003535032125794732,0.005716991228971148,0.007310137303892381,0.007669376441029179,0.0067191464179701815,0.004984319182873969,0.003228673784601664,0.002014019361392184,0.0014916774085132467,0.0014645994349597375,0.0016967260637320153,0.002061275298838031,0.0024258153316277283,0.0026132703182346487,0.0024745922499257063,0.0019887150745129343,0.0012900894638692624,0.0006025445028604683,0.00030226415405667855,0.0005280881430494364,0.0006663803517158818,0.0006214688857146711,0.00040002161831504475,0.0001933505340116729,0.000567227717349544,0.000964419727121547,0.001160606617959455,0.0010871656637667136,0.0007991747049016702,0.0004354382165422866,0.00014533263745070254,9.894194478561578e-05,0.00011336543714848569,9.737237944225293e-05,0.00011535232594403206,0.00017235575450623186,0.00022290515439836898,0.00025332555215954356,0.0002593835225723403,0.00023365118159812958,0.00017572178946198493,0.00011348867201877556,0.00010895296511320377,0.00019661626839453646,0.00033192109855400946,0.00044220934775793,0.00047312731102212304,0.00041260088683509684,0.00030422886359855825,0.0002307381854436673,0.00023826397017583431,0.00027117186923398824,0.00028193870995493135,0.000254335448887235,0.0001905921763561768,0.00012305209193759273,0.00012156123215687227,0.00016975435653628302,0.0002072226850271005,0.00021789194816760238],[0.0009696005578901144,0.0015474525658667922,0.001846568189749708,0.001275281606025593,0.0016252911150032145,0.003299171114129542,0.004510455323259872,0.0046737841466960636,0.003871967371446996,0.002643361728875307,0.0016806517706480298,0.0013494835280436453,0.0012821561385129466,0.001162795982095772,0.001053362210489064,0.001144349777299672,0.0014194468206774908,0.0016408922504808528,0.0016462313246536947,0.0014325414519569062,0.0011040454604236576,0.0007789049600165933,0.0005325865397065711,0.00039746562498311935,0.00034473008262855896,0.0002883475877943801,0.00017161618304684594,0.00019538593352499183,0.00048385514879995645,0.0007635767172536152,0.000909898080891346,0.0008686085589066505,0.0006713181383316384,0.0004129260390754534,0.00020091695181155789,0.00011862654579154548,0.00010311919791038587,8.673938106636143e-05,8.575308867302911e-05,0.00011256598191077378,0.00015171319192158956,0.00018745965405921077,0.00020868535093811452,0.00020048574513002428,0.00015888644302182854,0.00010490505836035129,7.001131817500203e-05,9.677750629858357e-05,0.00018496838667454393,0.0002603566028606634,0.00028309019446152837,0.00025170055906067904,0.00020381333278090665,0.00018819713831631963,0.00019592498831244882,0.00019881696965657947,0.00018899207081623127,0.00017029097783059804,0.00014427427220031915,0.00011619860804463884,9.870664169048283e-05,0.00010239531409304744,0.00011361306776782177,0.00012335377488660305]]"
3,1753974410.716179,"[[0.0030354425161056267,0.0045122841721815885,0.005880841264291519,0.005439813973866115,0.0037500138042427054,0.002008033354187522,0.0010039331511161338,0.0007306081004167861,0.000786672987162052,0.0009250858887040658,0.001038761314183431,0.0010954620971659378,0.0010665916285276245,0.0009128613193208879,0.0007534926256574192,0.0011799609342988174,0.0021668349733054205,0.003196271028755704,0.0038347679467640363,0.003808298804110979,0.0031316185888566276,0.0020964331182006767,0.0010910196638249299,0.0003897915447901457,0.0001026155130106537,9.03627183995738e-05,0.0001449006059311556,0.000431322121170558,0.0008102507685932534,0.0011570015137624574,0.001335283085730689,0.0012690409145170165,0.0009942919891763235,0.0006347998441405438,0.00032409390674411156,0.00014336262077072314,9.709723986882986e-05,8.30945347633313e-05,7.582199626938104e-05,0.0001257565923868681,0.00020734934470482226,0.00026552154352274483,0.0002643823314736145,0.0001974320264170162,0.00012423329218298342,0.00015353005453120467,0.0002091865180257745,0.00019780343134904408,0.000136087739592912,0.00014457172060487148,0.00022096045850411027,0.00025290522835667026,0.00022265696934931534,0.0001618149756325384,0.0001126982133909663,9.127738529557942e-05,9.261071281670521e-05,0.00011171681855608667,0.00012788155908233277,0.00012675591394791547,0.00011865451337737854,0.00012127198920531873,0.00013864870355579116,0.0001528813397397847],[0.0010616015674475656,0.0009477987237091403,0.000753430607443776,0.0015588847562861734,0.0033902964768048683,0.005455333746147226,0.006947828679337733,0.007258538316361328,0.006327296402268329,0.004664737264037311,0.0030051716901533425,0.0018930891743589367,0.0014772191268227434,0.001531520309924725,0.0018016590094421363,0.002170702580764399,0.0025242701717125924,0.00269740405829515,0.002543757627484055,0.0020419908796313765,0.0013283489304649135,0.0006298869391885698,0.0003118265454316166,0.0005155259380347869,0.000644056093146649,0.0005958347986947091,0.0003808193765604572,0.00021446098117169132,0.0005797172226581914,0.0009667526711081595,0.0011595128352439332,0.0010923597993439992,0.0008194119146871937,0.00047342468500070586,0.00018865894581665906,7.830855600903983e-05,7.936994737480631e-05,7.845018053969654e-05,9.659882482144114e-05,0.0001319502274906426,0.00015931639074480636,0.00017640987613089633,0.00018352111351997136,0.00017111064553819097,0.00012877657210527175,8.72996959788482e-05,0.00010282676127051362,0.0002083353608181486,0.0003570693890081871,0.0004799274525407271,0.000522864548517061,0.0004697831866115854,0.0003570722929553468,0.0002586766239772632,0.0002296622402345266,0.0002438764203996021,0.00025257833784698134,0.0002328767885848582,0.00018372268976941998,0.0001347680962647031,0.0001290482113198185,0.00015890667962614442,0.00019102937390817092,0.00020618620821369343],[0.001051580768854175,0.0016041396425464564,0.0019128267458423344,0.0013513250930304805,0.0014344249751972417,0.0029101804112886273,0.003997492246596448,0.004112431754572063,0.0033434506056665056,0.0022012038868640888,0.0013557555735264617,0.0011766002542802916,0.0012288148433909456,0.001203830629286788,0.0011604581386172022,0.0012523630707603945,0.0014877726307952533,0.0016813944879945832,0.0016809227434285015,0.0014745071757201102,0.0011532241081661843,0.0008248763565483494,0.0005618934315446568,0.00040192040334823746,0.00033151121264667223,0.0002685592679956721,0.0001465692486262828,0.00017788228147514842,0.00047281089789317,0.0007464531203888778,0.0008817497994520342,0.000827394516050871,0.0006191242927573576,0.0003557884203579482,0.0001469147738940665,7.112925633178977e-05,6.867614915366468e-05,6.6788900361074e-05,9.768583996975166e-05,0.00014033818653262729,0.00017172524201823684,0.00019070689377643943,0.00019752549796449596,0.0001821567970791626,0.0001428087691871437,9.873192299043865e-05,8.030617874295551e-05,0.00011737517406034621,0.00020561334830773926,0.00028123765757386834,0.00030125022485557885,0.00025990674070200506,0.00019278457539878107,0.00015936533346834353,0.00016985716674084475,0.00018005125008860402,0.00017285444515246633,0.00015270141668951708,0.00012680800308902666,0.00010252083919384087,9.598303991902085e-05,0.00011720363475353314,0.00014472955140376148,0.00016469418410019365]]"
4,1753974410.915975,"[[0.0030626520587298334,0.0045201146741393715,0.005878141504598611,0.005448504638404893,0.0037915861790071854,0.0020925631993174982,0.0011110926667629638,0.0008325071215521774,0.0008911132100263914,0.0010150022858689172,0.0010897080549074872,0.0010995058418952416,0.0010454509960843546,0.0009551153934253289,0.0010529861440500233,0.0016634726744353108,0.002636955656571191,0.003587740971084606,0.0041319533145893735,0.004027492414394708,0.003301074307455987,0.002235983190286823,0.0012051172539250827,0.00047279088431995456,0.00011766775374968781,7.656119129467414e-05,0.00018922522200329862,0.00047526778298838553,0.0008447890359002458,0.0011818590930437723,0.0013563565205379614,0.0012943697365743714,0.0010283098420635402,0.0006742599079122603,0.00035760538135133505,0.00015519455622771462,9.713367708955218e-05,8.221721084823822e-05,8.161076555465707e-05,0.0001302135116817851,0.00020883714367698168,0.0002612419350757226,0.00025147674296603395,0.00017301997458328138,8.744906354140472e-05,0.00013407794277294378,0.0002040420297665909,0.00020348207174818628,0.00016250480080773176,0.00018443991496930483,0.0002442756112188324,0.0002616489169957471,0.00022791919417212785,0.0001763976046849081,0.00013605773311695872,0.00011089461825126338,0.00011375410144325363,0.0001378379153523645,0.00015193014861941467,0.00014392064233072677,0.00012779820786935745,0.00013134779930037787,0.00015208578153727055,0.00016854186473078792],[0.0009703146815400256,0.0008437672141257272,0.0005697377818363966,0.0014140082907968924,0.003302280380867738,0.005421202015708029,0.006964391890476183,0.007309177267078224,0.006390617908387987,0.004726870090187948,0.0030624197519587048,0.0019306874808702468,0.0014351099115338488,0.001356390181061232,0.0015119115300854667,0.0018328566532479793,0.0022054036339574823,0.0024426954642016814,0.0023728284949368194,0.001946986264936021,0.001278462732695936,0.0005810719082201886,0.00023551742594991803,0.0005025036694468051,0.0006534861884165241,0.0006116625794158813,0.00038704899620391203,0.0001809695477410214,0.0005785366766663297,0.0010189721791432475,0.0012756265893814633,0.001275539652983488,0.0010592232221938933,0.0007423614783316376,0.0004444253301122261,0.00023722916958107275,0.00013572038945864365,0.00010664618160703226,0.00011140330698324516,0.00013536683056458804,0.00016325519934957654,0.00017815442554744657,0.00017296670795325953,0.0001429981453020913,0.00010059203673685793,8.648500896159467e-05,0.00014389419296897708,0.00025034265049437947,0.0003775214322428212,0.00047762899584783016,0.0004963530296224574,0.0004170565433327245,0.00027812168612828666,0.00017906998465740869,0.0001976046674543466,0.00025132563720195586,0.00028200964191572604,0.0002681432168278892,0.00021237448958954754,0.0001454224725230229,0.00014263793567451826,0.0001966642898644703,0.00024011523398969074,0.00025843712481465745],[0.0008495298040855613,0.001467435785789758,0.0017722605748911938,0.0011037933799147065,0.0012474844026454943,0.0028947539048587243,0.004045736916231004,0.004176030816683498,0.003385105092780072,0.002198113938366623,0.0013134477568950745,0.0011227871161491624,0.0011299035603626164,0.0009929777177860866,0.0007751366512811337,0.0007475157351634115,0.0010393481513757447,0.0013464940534331725,0.001449762031528736,0.0013177901356817784,0.0010444801676793172,0.0007523224500460789,0.0005200776483164546,0.000384291820354575,0.0003372452312277203,0.0002948986464303794,0.00017132505203879445,0.00013663884162364563,0.00045279568319098705,0.0007651807348064058,0.000944550845485657,0.0009312376844526741,0.000753324914139397,0.0005041344595680584,0.00028640321882897064,0.0001606649712303606,0.00011231316070042858,8.792955185764634e-05,8.137661792716324e-05,0.00010128516479159433,0.0001282654381326089,0.0001498055123344486,0.00016004757800770655,0.0001466429662616038,0.00010718586249636126,6.525205820132469e-05,6.235706190129057e-05,0.0001047553447667448,0.0001777995435788416,0.00023353469137432008,0.00023532948616464624,0.0001839790811068823,0.00014169388480074117,0.0001575251357465345,0.00018865630647402754,0.00019685822794904465,0.00018652317326945075,0.00016712153277676634,0.00014098135095989308,0.00011429204891107671,0.00010193325537896712,0.0001136433994405116,0.00013707930214653728,0.0001548296942480586]]"
5,1753974411.1159363,"[[0.003105695593253034,0.004547157933255788,0.005895229122310108,0.005463629475191981,0.003811083252593172,0.002125049683869522,0.0011654037393746546,0.0009025575889675644,0.0009605568159774943,0.0010745930108081313,0.001141707481545278,0.0011574948936014903,0.0011127339676267542,0.0009664668727530354,0.0008105560834828403,0.0011941856580304404,0.0021578789101505073,0.0031863734895722713,0.003830375200447151,0.0038063885549710005,0.0031247046713118176,0.002077688741924431,0.0010580194008684833,0.00034508263668039745,7.069557154491705e-05,8.411714317486222e-05,0.00011579268320772273,0.00042120048365356825,0.000814711201687482,0.0011717921095729927,0.001353431450341056,0.001281966911180231,0.0009954169288910512,0.0006223058153305239,0.0002997490491232226,0.00011762718854421844,9.247127780602108e-05,8.296008950887394e-05,7.321269722227373e-05,0.00012154110683159184,0.00020529565226481077,0.00026321044267523604,0.000260664278304795,0.00019341831611855472,0.00011133313584666569,0.00014307462376222252,0.00019495128153781732,0.00018136102094970044,0.0001236244337651603,0.0001555562032473088,0.00023370675677311507,0.0002624667745070421,0.0002307866736423097,0.0001707460092503709,0.00012076645435175262,0.00010116169914743979,0.00010577301069721136,0.00012350177256882584,0.00013983455692724816,0.00014117282370057043,0.00013416724193387333,0.0001400327171879716,0.0001580666575462422,0.0001732553988110498],[0.0010420146636809233,0.0009068173257962263,0.0005874775595196726,0.0013936293866634022,0.003297920038650765,0.005431030299522596,0.0069791533057090935,0.007318989794736948,0.0063871792099603995,0.004703354623971498,0.0030167665635817548,0.0018843726393531534,0.0014511001049258825,0.001478505629675098,0.00172289821808747,0.002082818958872958,0.002443559910429237,0.0026300570621220418,0.002487917425766351,0.0019936740790498274,0.001285076314926614,0.0005920683539943811,0.0002938558778302456,0.0005214304382375589,0.0006500939531071696,0.0005950537127269223,0.00036793385753122233,0.00022086502136688547,0.0006249997348188326,0.0010335498127630911,0.0012348521897605391,0.0011603710374885568,0.0008674164008270372,0.0004979206641949278,0.0001983457576773498,9.123374345749869e-05,9.666640299958474e-05,9.334594398240401e-05,0.00011916203028929787,0.0001627858882295698,0.00019444737414191286,0.000211314990754613,0.00021477123903418383,0.00019699096976678464,0.00015469514966808678,0.00011256135649757764,0.00011941431278915236,0.00021266472234283544,0.0003548762314467647,0.0004741535311831725,0.0005132277080263331,0.0004561426809393623,0.00033851397067200667,0.00023760003781414974,0.00022062774243180173,0.0002527789633754712,0.0002738391326595675,0.0002551267317918916,0.00019842469239626093,0.00013792757859219123,0.0001371362981015222,0.00018871408771298258,0.00022439644795919692,0.0002288269282476543],[0.0009147113069618035,0.0015162204595358677,0.0018184963022915778,0.0011540422724480802,0.0012794333675197975,0.0029288660844377676,0.00409204613502373,0.004223793726158134,0.003416952537062413,0.0021940956586953696,0.0012603855860219,0.0010819129147700134,0.0011686671010912694,0.0011438405603038633,0.001069231052563533,0.0011276825461775971,0.0013590266240262375,0.001565419625919127,0.001581519177713399,0.0013957481648095734,0.001101793952890881,0.0008045416817726455,0.0005694307861325387,0.00042827087833598285,0.0003657253357878966,0.000304921361045697,0.00017884674767840912,0.00017240779390279964,0.00046930551076681973,0.0007632741766685433,0.0009229907080931319,0.0008884813174680536,0.0006880573930930329,0.0004180465536178532,0.00018878698749475635,8.078048488656381e-05,7.55146241798316e-05,7.53585751853879e-05,9.966723405046475e-05,0.0001377107661380441,0.00016284757916529621,0.0001764917748106934,0.00018142509907967885,0.00016772188675508694,0.0001314579459384929,9.216831991044707e-05,7.168329957315265e-05,0.00011260434491407471,0.0001996283462662612,0.0002729230693021891,0.00028786205941538044,0.00023863019316727182,0.00016070947729099992,0.00012781894699025306,0.00015375294739555464,0.00017600699373438377,0.00017698246251494226,0.00016118378960055114,0.00013427961650214516,0.00010612531553888605,9.066028914633631e-05,9.97978138434726e-05,0.00011890646319575656,0.00013509326490077333]]"
6,1753974411.3162522,"[[0.0030702969949043817,0.004517130825749742,0.005855573581706067,0.005399005249031936,0.0037166199478365644,0.002012463064653297,0.001063868909091146,0.0008383839789170881,0.0009407549426605009,0.0010904062282707054,0.0011730410661130262,0.0011834170188425443,0.0011197371521357532,0.0009608123149801829,0.0008356010292052154,0.0012706571293544097,0.002243109172938315,0.003265123333420513,0.0039011773334353636,0.0038730146539724722,0.003190670122609343,0.002143162703529376,0.0011203739006459864,0.00040121586515504885,8.882689933824395e-05,7.59403864669893e-05,0.00014708019303568193,0.0004508035222916348,0.0008436825206919386,0.001205225281255383,0.0013994039711028722,0.0013476008016935666,0.001080782853422177,0.0007173729350067205,0.00038808202646084826,0.0001767960448093209,0.00010564539454361852,9.072566286875982e-05,8.647696237277826e-05,0.00013743609625702622,0.00022342377157377863,0.0002860160746122484,0.0002850700768182615,0.00021122237794350912,0.00011335547179577873,0.00012930629415318742,0.0002012260517291114,0.00020562339901087674,0.0001574926764816262,0.00015611995434699455,0.00021490417852632347,0.00024067193177798523,0.0002198604856589437,0.00018151181824048522,0.0001488369668475795,0.00012491290293349308,0.00011863527939012238,0.0001336208259710914,0.0001433049281088096,0.00013819225887132423,0.00012535209111885434,0.00012211267349017754,0.00013505372922225864,0.00014841362984082123],[0.0010164552871247724,0.0008881043648865803,0.0006054868505874603,0.00140723889122486,0.003258482238344298,0.005334716206696741,0.006841860132726019,0.007174906780649626,0.006274817077793071,0.004647856509459671,0.003017380072760434,0.001910311627345215,0.00145938732334635,0.0014621459225420165,0.0017018845942147697,0.0020724804357284033,0.0024486358272787687,0.0026495987177787023,0.002518248100954144,0.0020279979060461783,0.0013130322658432632,0.0005941495581767598,0.00023102843259106435,0.0004831536775212439,0.0006313438449364563,0.0005899377554264217,0.000369097066948362,0.00020803408703317261,0.000602607346472842,0.0010104289774261772,0.0012165328919915225,0.0011535007660777607,0.0008777402921172116,0.0005260049675300575,0.00023577534786729416,9.986867150269537e-05,9.233381262777952e-05,8.792501434746165e-05,9.929811133596484e-05,0.0001378466339959446,0.00017609741042822166,0.00020068197023535427,0.000207419859602513,0.00018561696895110053,0.00013283125096491983,8.204849209010088e-05,0.00011158301007219859,0.0002321653025232411,0.0003691621552103678,0.0004671363196755965,0.00047476133230643506,0.0003835932449610035,0.00024671131930411265,0.00018555397814777264,0.00024205268837472078,0.0003059379818714858,0.0003316329056093489,0.00031027795099489635,0.00024502544990605485,0.00016488084834733558,0.00013147509679403992,0.00016311943177590603,0.0001999067001197502,0.00021424105435510472],[0.0008956849751454636,0.0015011998200447818,0.0018135459879521105,0.0011650063410863888,0.0012007932079030519,0.002778913547088398,0.003897428217110369,0.004020925143086181,0.003243788846204363,0.0020733425621494933,0.0011959054544354254,0.0010521710110657024,0.0011354381376668691,0.0010894964794329776,0.0009898069389928728,0.0010485899404308568,0.00130894076223161,0.0015443215472725003,0.001576376516053791,0.0013891885248091935,0.0010804676477639149,0.0007659677135782693,0.0005207255584145841,0.00038437526732568996,0.0003392220509368545,0.0002876644588889006,0.00015175175748401615,0.00015281585542163063,0.0004642101225271058,0.0007509732990777074,0.0008895295746049142,0.0008270062814229876,0.0006024764828767975,0.0003209102648176096,9.819229390797517e-05,7.248728014883757e-05,9.116642681412658e-05,7.90273759808834e-05,8.172362204629863e-05,0.00010493946200952858,0.00013096157522368565,0.00014665011314060036,0.0001508924883510068,0.00013541805772439975,9.992832769288709e-05,7.071548614036215e-05,7.209384031858117e-05,0.00010465143301512434,0.00017441687024604083,0.00022928226378146063,0.00023244982082738287,0.00018710867372208302,0.00015317087318591355,0.00018126503216017237,0.0002196129161582836,0.00022957994819976728,0.00021528150281851702,0.00018807686409845598,0.00015336095875685083,0.00011708687257712123,9.390205723816817e-05,9.059316870340075e-05,0.00010566056645267758,0.00012212845790613374]]"
7,1753974411.5158691,"[[0.0030122929114488693,0.004471297078189166,0.005805470539606505,0.005329171473322998,0.003622502957617048,0.001902409878846861,0.0009610289607180835,0.0007702740530094869,0.0009113142307443371,0.0010849252322554243,0.0011728455787057867,0.0011764870686331128,0.001105368999340556,0.0009631668129205845,0.0009260932699011583,0.0014369488436062165,0.0024078350642665627,0.003404389742954683,0.004012288511954234,0.003964451908612864,0.0032731997417053404,0.002221863853654349,0.001193166510516745,0.0004639402193124275,0.00012774779508295167,8.389676464059272e-05,0.0001796264226709623,0.00047779501009298736,0.0008641224363926737,0.0012192319265208645,0.001411528632158058,0.0013643818788978477,0.0011056489251392806,0.0007466792516443793,0.0004110649614871994,0.00017733904978967303,8.178571240879555e-05,7.135332777351603e-05,7.636076410406346e-05,0.00012851877062176003,0.0002098560812889473,0.00026624943378854635,0.00026125417406870665,0.00018773251058018636,0.00010821126782153555,0.00014321305602578988,0.00020081172022698755,0.00018828098776384666,0.00012966744241480407,0.000156641839826737,0.00023752057369454344,0.0002670224054215462,0.00023202151232083425,0.0001663152075214315,0.00011394359505597296,9.211035349461841e-05,9.78395458659398e-05,0.00011768432625044768,0.000135266988151932,0.00013545164209335638,0.0001250895494614533,0.00012464933369451216,0.0001374897307153043,0.00015085279972223704],[0.0010342878590045355,0.0009074256732321845,0.0006259793749005159,0.0013915410514256236,0.0032131363366231817,0.0052554085208606684,0.006733585698093805,0.007054890640128875,0.006165156008163943,0.00456633203412642,0.0029734974507803465,0.0019038440048490925,0.0014686802208629499,0.0014534966327504782,0.001664743037976832,0.002018454128696486,0.0023955554013048927,0.002608869385208985,0.0024896602401871604,0.0020029523170733638,0.0012836373265195757,0.0005647487506787771,0.00026908330338226455,0.0005263156946938466,0.0006577780362152688,0.000597783590189156,0.0003569211194057615,0.00018393847088651665,0.0006136736270897435,0.001039663581433048,0.0012650600316910694,0.0012266711531277977,0.0009781896035077112,0.0006471041212491764,0.0003576998951487746,0.00017819397368683,0.00010838537870137878,9.371135043288292e-05,0.00010310162762943343,0.00012778642331094035,0.0001518924649268524,0.00016670969350005197,0.00016960421979400744,0.00015138907246931238,0.0001128366071511497,8.908567704196545e-05,0.00013808351427121952,0.0002578462598568066,0.0003994717816622858,0.000508378643559446,0.0005332290325017308,0.00046101455765770033,0.0003300684770424893,0.0002232392934370104,0.0002157490750848232,0.00025643512796242316,0.00028015269998640584,0.00026535423526013557,0.00020954262382988638,0.00013681450066113177,0.00011656912282763897,0.00016595864525993276,0.00021413606055501285,0.0002366526731235512],[0.0009347560734636615,0.0015188155607218441,0.0018293965332774622,0.0012122582554444429,0.001221383453768023,0.0027271420708234167,0.0038044931270964947,0.003909800940666302,0.003134253898054086,0.0019714357556909036,0.0010937398414508682,0.0009650638040796295,0.0010559333885312209,0.0009977038450739175,0.0008737141092216547,0.0009258325147162734,0.0012118366435591257,0.00147921797212394,0.0015383396230495487,0.0013708648320124553,0.0010800902148381546,0.0007878006432943279,0.000560842374389932,0.0004213295761318974,0.0003556802563335831,0.00028939164655782546,0.00015277167233271452,0.00016845775284671246,0.0004835782135498746,0.000773562638902014,0.0009181454514532311,0.0008666368224706676,0.0006593694887672666,0.0004002760943483765,0.00019678152479697068,0.00011093012767110399,8.524183865272751e-05,6.556393887591718e-05,7.69609092031037e-05,0.0001039771810357265,0.00012368232749344346,0.0001364310426594985,0.00014405374684768433,0.00013447686765943542,0.0001084472250240673,8.5579241467638e-05,8.892944396958019e-05,0.00012474422668048218,0.0002038624461346859,0.0002735094651166761,0.00028942185877757167,0.0002450202798472222,0.0001786572378084899,0.00015731850435259537,0.00018254108492740296,0.0001994368178971068,0.00019407025223897717,0.00017433921032865643,0.00014811383787307047,0.0001248402828158676,0.00011709277665208437,0.0001306809694700883,0.00015042610764603046,0.00016440990923494443]]"
